indicator,indicator_display,specification,sample,term,term_interpretation,coefficient,std_error,ci95_low,ci95_high,p_value,n_obs,n_economies,n_years,first_year,last_year,r_squared,adjusted_r_squared,aic,bic,log_gdp_center,governance_center,covariance
government_effectiveness,Government Effectiveness,Common-slope TWFE,Main available governance sample,log_gdp_c,GDP-emissions elasticity on matched governance sample,0.6174999982728301,0.08107530311870356,0.4575873548693808,0.7774126416762794,1.1560555268432357e-12,4870,193,26,1996,2024,0.9844376902659203,0.9837082592785994,-173.8699427876145,1247.6260355331685,8.59229001945969,50.93973615281314,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,GDP-governance interaction TWFE,Annual governance era 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.04374688029327044,0.014630224609640564,-0.07260348398044307,-0.014890276606097805,0.003153355811008207,4350,193,23,2002,2024,0.9875545760076702,0.9869009804107836,-1025.2842590885311,365.1047259615041,8.631974869848886,51.21769633009195,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,log_gdp_c,GDP-emissions elasticity at mean governance,0.555346746915008,0.08788443860231845,0.3818540373512328,0.7288394564787831,2.2532920016563163e-09,3910,170,23,2002,2024,0.9830874474824257,0.9822042616981971,-1064.2490639508987,158.6530033800866,8.626782838191428,51.41573342329924,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,gov_c10,Governance association at average log GDP,0.0007785631728913655,0.02457357169104018,-0.04773213569645058,0.04928926204223331,0.9747622805957357,3910,170,23,2002,2024,0.9830874474824257,0.9822042616981971,-1064.2490639508987,158.6530033800866,8.626782838191428,51.41573342329924,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.044863149826161346,0.016272326872724677,-0.07698635758574257,-0.012739942066580114,0.006474345359009534,3910,170,23,2002,2024,0.9830874474824257,0.9822042616981971,-1064.2490639508987,158.6530033800866,8.626782838191428,51.41573342329924,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,log_gdp_c,GDP-emissions elasticity at mean governance,0.555346746915008,0.08788443860231845,0.3818540373512328,0.7288394564787831,2.2532920016563163e-09,3910,170,23,2002,2024,0.9830874474824257,0.9822042616981971,-1064.2490639508987,158.6530033800866,8.626782838191428,51.41573342329924,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,gov_c10,Governance association at average log GDP,0.0007785631728913655,0.02457357169104018,-0.04773213569645058,0.04928926204223331,0.9747622805957357,3910,170,23,2002,2024,0.9830874474824257,0.9822042616981971,-1064.2490639508987,158.6530033800866,8.626782838191428,51.41573342329924,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.044863149826161346,0.016272326872724677,-0.07698635758574257,-0.012739942066580114,0.006474345359009534,3910,170,23,2002,2024,0.9830874474824257,0.9822042616981971,-1064.2490639508987,158.6530033800866,8.626782838191428,51.41573342329924,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,First-difference governance interaction,First-difference consecutive-year sample,d_log_gdp,Short-run GDP-emissions elasticity component,0.4896117118859954,0.07492706307281023,0.3418258355768147,0.6373975881951761,5.596449940087182e-10,4157,193,22,2003,2024,0.12588763509932965,0.1208105061647663,-8022.428344307351,-7864.114620826035,8.59229001945969,50.93973615281314,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,First-difference governance interaction,First-difference consecutive-year sample,d_gov_c10,Association of a 10-point governance change with emissions growth,0.009144151746004166,0.00817304431281487,-0.006976332179935584,0.025264635671943918,0.26461544701496986,4157,193,22,2003,2024,0.12588763509932965,0.1208105061647663,-8022.428344307351,-7864.114620826035,8.59229001945969,50.93973615281314,Economy-clustered SE; finite-sample correction; t-based inference
government_effectiveness,Government Effectiveness,First-difference governance interaction,First-difference consecutive-year sample,d_gdp_x_gov,First-difference governance moderation term,-0.0017756411878114466,0.006028106606468301,-0.013665457507668788,0.010114175132045895,0.7686479877047476,4157,193,22,2003,2024,0.12588763509932965,0.1208105061647663,-8022.428344307351,-7864.114620826035,8.59229001945969,50.93973615281314,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,Common-slope TWFE,Main available governance sample,log_gdp_c,GDP-emissions elasticity on matched governance sample,0.6252838105560576,0.08136817396700839,0.4647935097190041,0.7857741113931112,7.697500281823749e-13,4873,193,26,1996,2024,0.9842205871203082,0.9834814569080665,-106.86836035174747,1314.7624840309804,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,Additive-governance TWFE,Main available governance sample,log_gdp_c,GDP-emissions elasticity conditional on governance,0.6421193407325216,0.08199147424052705,0.4803996446229456,0.8038390368420977,3.1877564770461105e-13,4873,193,26,1996,2024,0.9842393636628002,0.9834975671105013,-110.67038695882184,1317.4519224667495,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,Additive-governance TWFE,Main available governance sample,gov_c10,Association of a 10-point higher governance score with log CO2 at average log GDP,-0.023026512045806365,0.026847629085523093,-0.0759806814541585,0.029927657362545768,0.3921418616431156,4873,193,26,1996,2024,0.9842393636628002,0.9834975671105013,-110.67038695882184,1317.4519224667495,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Main available governance sample,log_gdp_c,GDP-emissions elasticity at mean governance,0.5893959494558043,0.08108286776237561,0.4294683855757182,0.7493235133358904,8.897079735224694e-12,4873,193,26,1996,2024,0.984553445704322,0.9838229551744319,-206.7614638663381,1227.8523106020768,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Main available governance sample,gov_c10,Governance association at average log GDP,-0.030513891944173817,0.0254212777562761,-0.08065473099533989,0.019626947106992254,0.23149055938533517,4873,193,26,1996,2024,0.984553445704322,0.9838229551744319,-206.7614638663381,1227.8523106020768,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Main available governance sample,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.04651866950600089,0.015270316983075263,-0.07663778914465218,-0.016399549867349605,0.0026421604603413876,4873,193,26,1996,2024,0.984553445704322,0.9838229551744319,-206.7614638663381,1227.8523106020768,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Common complete-case governance sample,log_gdp_c,GDP-emissions elasticity at mean governance,0.5813267885071944,0.08064864767852432,0.42225567879695414,0.7403978982174347,1.266005484654391e-11,4870,193,26,1996,2024,0.9847679230579939,0.984047110640863,-274.3237425951902,1160.153934157746,8.59229001945969,54.6184420637577,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Common complete-case governance sample,gov_c10,Governance association at average log GDP,-0.02988430941152169,0.025469904743843256,-0.08012106016234832,0.02035244133930495,0.24212162200417847,4870,193,26,1996,2024,0.9847679230579939,0.984047110640863,-274.3237425951902,1160.153934157746,8.59229001945969,54.6184420637577,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Common complete-case governance sample,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.046387590990977605,0.015204123755000434,-0.07637615133882543,-0.016399030643129777,0.0026035374102746566,4870,193,26,1996,2024,0.9847679230579939,0.984047110640863,-274.3237425951902,1160.153934157746,8.59229001945969,54.6184420637577,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Annual governance era 2002-2024,log_gdp_c,GDP-emissions elasticity at mean governance,0.6050098954562214,0.08772569111673899,0.4319800500995785,0.7780397408128643,7.494924542652339e-11,4350,193,23,2002,2024,0.9874584791319032,0.9867998368210665,-991.8249087838731,398.56407626616215,8.631974869848886,54.93428200294253,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Annual governance era 2002-2024,gov_c10,Governance association at average log GDP,0.0026716162330762327,0.029037548540014245,-0.0546019426235718,0.059945175089724266,0.9267895378310326,4350,193,23,2002,2024,0.9874584791319032,0.9867998368210665,-991.8249087838731,398.56407626616215,8.631974869848886,54.93428200294253,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Annual governance era 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.04438899103136679,0.01885877774798647,-0.08158597809194244,-0.00719200397079113,0.019595478313164504,4350,193,23,2002,2024,0.9874584791319032,0.9867998368210665,-991.8249087838731,398.56407626616215,8.631974869848886,54.93428200294253,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,log_gdp_c,GDP-emissions elasticity at mean governance,0.59125828000948,0.0939761579908324,0.40573990447544295,0.776776655543517,2.6012535796536803e-09,3910,170,23,2002,2024,0.9828082265411144,0.9819104596363974,-1000.2232699140086,222.67879741697675,8.626782838191428,55.236255968414326,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,gov_c10,Governance association at average log GDP,0.007639051603289835,0.03236237407749601,-0.05624752554181516,0.07152562874839483,0.8136817807157595,3910,170,23,2002,2024,0.9828082265411144,0.9819104596363974,-1000.2232699140086,222.67879741697675,8.626782838191428,55.236255968414326,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.029508661692074178,0.019058350147764084,-0.06713175924535977,0.008114435861211421,0.12341287507444611,3910,170,23,2002,2024,0.9828082265411144,0.9819104596363974,-1000.2232699140086,222.67879741697675,8.626782838191428,55.236255968414326,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,log_gdp_c,GDP-emissions elasticity at mean governance,0.59125828000948,0.0939761579908324,0.40573990447544295,0.776776655543517,2.6012535796536803e-09,3910,170,23,2002,2024,0.9828082265411144,0.9819104596363974,-1000.2232699140086,222.67879741697675,8.626782838191428,55.236255968414326,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,gov_c10,Governance association at average log GDP,0.007639051603289835,0.03236237407749601,-0.05624752554181516,0.07152562874839483,0.8136817807157595,3910,170,23,2002,2024,0.9828082265411144,0.9819104596363974,-1000.2232699140086,222.67879741697675,8.626782838191428,55.236255968414326,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.029508661692074178,0.019058350147764084,-0.06713175924535977,0.008114435861211421,0.12341287507444611,3910,170,23,2002,2024,0.9828082265411144,0.9819104596363974,-1000.2232699140086,222.67879741697675,8.626782838191428,55.236255968414326,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,First-difference governance interaction,First-difference consecutive-year sample,d_log_gdp,Short-run GDP-emissions elasticity component,0.4843359359087172,0.07349285737623046,0.33937888188329124,0.6292929899341432,4.1239304671273746e-10,4157,193,22,2003,2024,0.12664188184945946,0.12156913382535184,-8026.016850053693,-7867.703126572377,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,First-difference governance interaction,First-difference consecutive-year sample,d_gov_c10,Association of a 10-point governance change with emissions growth,0.004043638562653971,0.009373610974640565,-0.014444838834657855,0.022532115959965796,0.6666721653213192,4157,193,22,2003,2024,0.12664188184945946,0.12156913382535184,-8026.016850053693,-7867.703126572377,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
regulatory_quality,Regulatory Quality,First-difference governance interaction,First-difference consecutive-year sample,d_gdp_x_gov,First-difference governance moderation term,-0.012486267307433529,0.007010330811954404,-0.026313419203874124,0.0013408845890070641,0.07647317162733949,4157,193,22,2003,2024,0.12664188184945946,0.12156913382535184,-8026.016850053693,-7867.703126572377,8.591565948649896,54.61541084235584,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,Common-slope TWFE,Main available governance sample,log_gdp_c,GDP-emissions elasticity on matched governance sample,0.6124132104839447,0.08100445451814219,0.4526455589574794,0.77218086201041,1.5873194616401359e-12,4935,194,26,1996,2024,0.9844653417704118,0.9837437956087406,-41.95556767416747,1388.9481817367005,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,Additive-governance TWFE,Main available governance sample,log_gdp_c,GDP-emissions elasticity conditional on governance,0.6320399573569955,0.08049676903768462,0.47327362998497685,0.790806284729014,2.770931000081953e-13,4935,194,26,1996,2024,0.9844917420463455,0.9837679794774435,-48.34945646822962,1389.058400894506,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,Additive-governance TWFE,Main available governance sample,gov_c10,Association of a 10-point higher governance score with log CO2 at average log GDP,-0.028448632167646655,0.027347699844722247,-0.08238736683147167,0.025490102496178363,0.299521988411529,4935,194,26,1996,2024,0.9844917420463455,0.9837679794774435,-48.34945646822962,1389.058400894506,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Main available governance sample,log_gdp_c,GDP-emissions elasticity at mean governance,0.5947672043245785,0.07695756706905663,0.4429813571023138,0.7465530515468433,5.818805874923089e-13,4935,194,26,1996,2024,0.9846161639616361,0.983894791637325,-86.10237657340622,1357.8095887411969,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Main available governance sample,gov_c10,Governance association at average log GDP,-0.04054877576537235,0.026083744634399456,-0.09199457153109411,0.010897020000349415,0.12168889074202328,4935,194,26,1996,2024,0.9846161639616361,0.983894791637325,-86.10237657340622,1357.8095887411969,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Main available governance sample,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.03435119012583984,0.018972344208558565,-0.07177094557242779,0.003068565320748104,0.07175908169021833,4935,194,26,1996,2024,0.9846161639616361,0.983894791637325,-86.10237657340622,1357.8095887411969,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Common complete-case governance sample,log_gdp_c,GDP-emissions elasticity at mean governance,0.5918567931392511,0.0759015426278972,0.44214885677476085,0.7415647295037413,3.908467479029745e-13,4870,193,26,1996,2024,0.9846122753601129,0.9838840973818863,-224.8125910927829,1209.6650856601534,8.59229001945969,56.04151092587269,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Common complete-case governance sample,gov_c10,Governance association at average log GDP,-0.03528578014167896,0.02722301176830789,-0.0889803530364554,0.018408792753097473,0.19647114779648903,4870,193,26,1996,2024,0.9846122753601129,0.9838840973818863,-224.8125910927829,1209.6650856601534,8.59229001945969,56.04151092587269,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Common complete-case governance sample,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.038160152801267534,0.01886127553759437,-0.07536206649330185,-0.0009582391092332262,0.04443899340558363,4870,193,26,1996,2024,0.9846122753601129,0.9838840973818863,-224.8125910927829,1209.6650856601534,8.59229001945969,56.04151092587269,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Annual governance era 2002-2024,log_gdp_c,GDP-emissions elasticity at mean governance,0.6058825045901071,0.08149010784082429,0.44515698363186174,0.7666080255483524,3.3246948943538053e-12,4381,194,23,2002,2024,0.9876111713244902,0.9869622610286561,-985.186083704396,413.1359873268477,8.633201657033954,56.2183850401963,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Annual governance era 2002-2024,gov_c10,Governance association at average log GDP,-0.0126630197633648,0.03003480481058402,-0.07190161666753966,0.04657557714081006,0.6737778012941193,4381,194,23,2002,2024,0.9876111713244902,0.9869622610286561,-985.186083704396,413.1359873268477,8.633201657033954,56.2183850401963,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Annual governance era 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.0413976639045988,0.021281490717773664,-0.08337182215535852,0.0005764943461609232,0.05319849430106008,4381,194,23,2002,2024,0.9876111713244902,0.9869622610286561,-985.186083704396,413.1359873268477,8.633201657033954,56.2183850401963,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,log_gdp_c,GDP-emissions elasticity at mean governance,0.5975457047178682,0.0861740574256276,0.42748489050107075,0.7676065189346656,7.367997491278284e-11,4094,178,23,2002,2024,0.9856249536195769,0.9848786777601974,-1063.595653135937,218.81173340697364,8.6156723063217,56.00123686079629,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,gov_c10,Governance association at average log GDP,-0.027763685951444614,0.032404233383173324,-0.09171205368345697,0.036184681780567746,0.3927183954741854,4094,178,23,2002,2024,0.9856249536195769,0.9848786777601974,-1063.595653135937,218.81173340697364,8.6156723063217,56.00123686079629,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Balanced annual governance era 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.03243370808732589,0.022783112072896662,-0.07739520468220595,0.01252778850755417,0.15632685642582578,4094,178,23,2002,2024,0.9856249536195769,0.9848786777601974,-1063.595653135937,218.81173340697364,8.6156723063217,56.00123686079629,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,log_gdp_c,GDP-emissions elasticity at mean governance,0.6004309526982505,0.08752963688378339,0.42763865736577145,0.7732232480307296,1.2450705080981034e-10,3910,170,23,2002,2024,0.9828191944895791,0.9819220003391023,-1002.7185543086316,220.18351302235374,8.626782838191428,55.47778667703325,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,gov_c10,Governance association at average log GDP,-0.017750730251318375,0.035422380775205445,-0.08767806798739908,0.05217660748476233,0.6169413977440757,3910,170,23,2002,2024,0.9828191944895791,0.9819220003391023,-1002.7185543086316,220.18351302235374,8.626782838191428,55.47778667703325,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,GDP-governance interaction TWFE,Common balanced all-three governance sample 2002-2024,gdp_x_gov,Change in GDP-emissions elasticity for a 10-point higher governance score,-0.03315028329719395,0.02364514512222833,-0.07982817486167229,0.013527608267284386,0.16275194243936533,3910,170,23,2002,2024,0.9828191944895791,0.9819220003391023,-1002.7185543086316,220.18351302235374,8.626782838191428,55.47778667703325,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,First-difference governance interaction,First-difference consecutive-year sample,d_log_gdp,Short-run GDP-emissions elasticity component,0.4817559131847422,0.07197132307261671,0.33980459293988863,0.6237072334295958,2.3052721340394067e-10,4187,194,22,2003,2024,0.12596629746271104,0.12092621844759943,-8066.4112363391905,-7907.917742188712,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,First-difference governance interaction,First-difference consecutive-year sample,d_gov_c10,Association of a 10-point governance change with emissions growth,-0.002899630315006973,0.008932098070002194,-0.020516690269761828,0.014717429639747884,0.7458124260724637,4187,194,22,2003,2024,0.12596629746271104,0.12092621844759943,-8066.4112363391905,-7907.917742188712,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
rule_of_law,Rule of Law,First-difference governance interaction,First-difference consecutive-year sample,d_gdp_x_gov,First-difference governance moderation term,-0.014404127314572787,0.006701773459966035,-0.027622247393652655,-0.0011860072354929196,0.03285558576442975,4187,194,22,2003,2024,0.12596629746271104,0.12092621844759943,-8066.4112363391905,-7907.917742188712,8.591212588905243,56.240730655015206,Economy-clustered SE; finite-sample correction; t-based inference
