period,start_year,end_year,years_elapsed,iso3c,country,region,region_display,gdp_per_capita_start,gdp_per_capita_end,co2_per_capita_start,co2_per_capita_end,d_log_gdp,d_log_co2,gdp_change_pct,co2_change_pct,annualized_gdp_growth_pct,annualized_co2_growth_pct,decoupling_ratio,decoupling_classification,gdp_expansion,absolute_decoupling,relative_decoupling,coupled_expansion,any_decoupling,average_population
1990-2004,1990,2004,14,BIH,Bosnia and Herzegovina,Europe_NorthAmerica,Europe & North America,791.443970389452,3063.83543448936,5.52389802573903,3.87204789582773,1.3535637323802527,-0.355300236027579,287.1196887104609,-29.903704272134956,10.151127554173712,-2.5059258994901357,-0.2624924320355279,Absolute decoupling,True,True,False,False,True,4294819.5
1990-2004,1990,2004,14,BLR,Belarus,Europe_NorthAmerica,Europe & North America,2888.81296582486,3520.40452642524,10.3572083316813,6.08289947550633,0.19773022600756107,-0.5322012647426944,21.863359382286696,-41.26892806723252,1.4223796649701859,-3.7300899021628364,-2.6915524019192865,Absolute decoupling,True,True,False,False,True,9959747.0
1990-2004,1990,2004,14,BLZ,Belize,Global_South,Global South,4112.59517532713,6383.07432412662,0.690969870436322,0.504991019110156,0.4395955915200993,-0.3135555747983082,55.207941749795,-26.915623861967696,3.1897855682087473,-2.2147879850543895,-0.7132818910081625,Absolute decoupling,True,True,False,False,True,227382.0
1990-2004,1990,2004,14,BMU,Bermuda,Europe_NorthAmerica,Europe & North America,89089.7346423608,120432.12052555,4.3868031063778,2.76556630165454,0.3014421628748529,-0.4613553152945644,35.180692825059154,-36.95713633388761,2.176506029753611,-3.2416885291455255,-1.53049364725432,Absolute decoupling,True,True,False,False,True,60057.0
1990-2004,1990,2004,14,BOL,Bolivia,Global_South,Global South,1679.40847934245,2099.990810637,0.923445844416563,1.02693451431925,0.2234913330472068,0.10622128759566773,25.043480277009422,11.20679361203598,1.6091766713785205,0.7616090827346156,0.47528146236091945,Relative decoupling,True,False,True,False,True,8167214.5
1990-2004,1990,2004,14,BRA,Brazil,Global_South,Global South,6149.86718171298,7258.78101654079,1.52128199616552,1.99978275095698,0.16578142556571152,0.27348515222777725,18.031508682418806,31.453784110871585,1.1911918880030958,1.972670358280637,1.6496730637617465,Coupled expansion,True,False,False,True,False,165909183.0
1990-2004,1990,2004,14,BRB,Barbados,Global_South,Global South,19382.8687219216,21516.1662922098,2.38144959819322,2.35953879191015,0.10441495277589574,-0.009243204361239599,11.006098224642402,-0.9200617262567157,0.7486092640405229,-0.0660010979814718,-0.08852376135320533,Absolute decoupling,True,True,False,False,True,262940.0
1990-2004,1990,2004,14,BRN,Brunei Darussalam,Global_South,Global South,44179.827869454,37948.6590825194,16.8438493959858,17.7642521768945,-0.15203413244175756,0.053202564129032126,-14.104103812597424,5.464325637630396,-1.080082850789288,0.3807413003420468,,"Economic contraction, emissions rising",False,False,False,False,False,304101.5
1990-2004,1990,2004,14,BTN,Bhutan,Global_South,Global South,812.671325588739,1552.73915195801,0.306641755205867,0.770124695639342,0.647449090834729,0.9208722990741834,91.06606854045577,151.14801965645904,4.733240378952286,6.7988094272575905,1.4223084287398433,Coupled expansion,True,False,False,True,False,619915.5
1990-2004,1990,2004,14,BWA,Botswana,Global_South,Global South,4039.46544455099,5369.42516766112,2.16206528931696,2.24298424145033,0.28460849014938994,0.03674331252090102,32.92415150881356,3.7426692215633217,2.053722300819527,0.2627969396614249,0.1291012523962816,Relative decoupling,True,False,True,False,True,1556421.0
1990-2004,1990,2004,14,CAF,Central African Republic,Global_South,Global South,519.786735961912,433.825227770233,0.0554683120292767,0.0611282223493176,-0.18077685229746354,0.09716176050837877,-16.537841819414545,10.203862553188102,-1.2829621948628467,0.6964264232371509,,"Economic contraction, emissions rising",False,False,False,False,False,3532368.0
1990-2004,1990,2004,14,CAN,Canada,Europe_NorthAmerica,Europe & North America,31700.5462613508,40108.7587456658,15.9076488658574,17.5256514747091,0.23526082009293603,0.09686555195089852,26.523872538329996,10.17122406017159,1.6946331504900547,0.6942959355457967,0.4117368625707984,Relative decoupling,True,False,True,False,True,29814972.5
1990-2004,1990,2004,14,CHE,Switzerland,Europe_NorthAmerica,Europe & North America,70063.8517086247,74718.6836260364,6.66475666288786,6.27946614341052,0.06432318279715155,-0.05954847541435937,6.6436997166097855,-5.781014055963929,0.4605084015322891,-0.4244429369792413,-0.9257700384968572,Absolute decoupling,True,True,False,False,True,7052572.0
1990-2004,1990,2004,14,CHL,Chile,Global_South,Global South,5290.53694835535,9642.37478651228,2.47233496085785,3.61395788630139,0.600247682188737,0.3796405067884552,82.25701626580182,46.1759002529099,4.380723795858321,2.7488195806742777,0.6324730907816885,Relative decoupling,True,False,True,False,True,14812249.0
1990-2004,1990,2004,14,CHN,China,China,China,917.270661782581,3127.86276523632,2.12676894074534,4.24069749050016,1.2267026389229159,0.690123859399465,240.9967085568594,99.39624889453104,9.157501052070781,5.052975066820609,0.5625844744292845,Relative decoupling,True,False,True,False,True,1215630000.0
1990-2004,1990,2004,14,CIV,Cote d'Ivoire,Global_South,Global South,1866.0785698741,1451.86547141894,0.243819042479691,0.305981117632049,-0.25098994600821367,0.22709707199497142,-22.1969806171187,25.495168269121482,-1.7768105394682987,1.6353497678374795,,"Economic contraction, emissions rising",False,False,False,False,False,15892389.0
1990-2004,1990,2004,14,CMR,Cameroon,Global_South,Global South,1360.47765296011,1271.74326874167,0.419747188029179,0.33936994141111,-0.06744724170141048,-0.2125618118045085,-6.5222963438887005,-19.148966070615224,-0.48060738107759127,-1.5068306147705157,,"Economic contraction, emissions falling",False,False,False,False,False,13971154.0
1990-2004,1990,2004,14,COD,"Congo, Dem. Rep.",Global_South,Global South,831.662947440969,341.714925751419,0.0918791356344579,0.0388664526195872,-0.8894504084608217,-0.8603424922099197,-58.9118492289602,-57.69828225831621,-6.155607283391906,-5.960288969582795,,"Economic contraction, emissions falling",False,False,False,False,False,46840902.0
1990-2004,1990,2004,14,COG,"Congo, Rep.",Global_South,Global South,2363.76701814587,2058.88402946896,1.00165507275599,1.01524195118066,-0.1380924378597559,0.013473255001831509,-12.898182703135374,1.3564428308925347,-0.9815258375869829,0.09628385890267932,,"Economic contraction, emissions rising",False,False,False,False,False,2973057.0
1990-2004,1990,2004,14,COL,Colombia,Global_South,Global South,3714.1849928328,4311.91591255233,1.64000267693635,1.44656025415104,0.14922306133275853,-0.12550937441273652,16.093191935053298,-11.795250428900228,1.0715797361138035,-0.8924889920843393,-0.8410856424722322,Absolute decoupling,True,True,False,False,True,36991620.0
1990-2004,1990,2004,14,COM,Comoros,Global_South,Global South,1253.76196294342,1231.14746798849,0.0883948573536424,0.241431090538381,-0.018201966671565373,1.0047702997711832,-1.803731140625675,173.12798251654468,-0.12992956600773597,7.440745732843457,,"Economic contraction, emissions rising",False,False,False,False,False,512650.0
1990-2004,1990,2004,14,CPV,Cabo Verde,Global_South,Global South,835.120723175504,2379.79636224135,0.143303110050396,0.81252477209671,1.0471939078677428,1.73518436480167,184.9643526018964,466.99730509056366,7.766812666083012,13.194992206388534,1.656984777857224,Coupled expansion,True,False,False,True,False,427399.0
1990-2004,1990,2004,14,CRI,Costa Rica,Global_South,Global South,6037.05111668102,8445.52914945791,0.934232756063511,1.47144886356872,0.33572153959968,0.4542772051652475,39.89494185533729,57.503454467688144,2.4269944929519838,3.298056083770362,1.3531369053857412,Coupled expansion,True,False,False,True,False,3660892.0
1990-2004,1990,2004,14,CUB,Cuba,Global_South,Global South,4961.45738860948,4670.18802138025,3.63673165754921,2.25263365447208,-0.06050019351856761,-0.4789853372219556,-5.870641313939862,-38.05884330794623,-0.4312118397873266,-3.3634583523794337,,"Economic contraction, emissions falling",False,False,False,False,False,10935277.5
1990-2004,1990,2004,14,CYP,Cyprus,Europe_NorthAmerica,Europe & North America,17144.46875,24799.6484375,5.88468841924473,7.65231487166892,0.36915387743850303,0.26265440526138395,44.65101718302016,30.03772377554452,2.67188491324164,1.8938122804854851,0.7115038505999148,Relative decoupling,True,False,True,False,True,903113.0
1990-2004,1990,2004,14,CZE,Czechia,Europe_NorthAmerica,Europe & North America,11900.5844581421,14259.63342798,16.0160567405262,12.8990092380177,0.18084519530196097,-0.2164412601430734,19.822967335220977,-19.46201585700735,1.3001305437321697,-1.5341196309649918,-1.1968316868008406,Absolute decoupling,True,True,False,False,True,10265228.0
1990-2004,1990,2004,14,DEU,Germany,Europe_NorthAmerica,Europe & North America,29763.3124657124,35687.6378708542,12.7491248004656,10.4632650583049,0.18152784094778518,-0.1975920691531572,19.904791887551742,-17.929542442609247,1.3050700993754827,-1.4014587609972762,-1.088494569876985,Absolute decoupling,True,True,False,False,True,80974644.5
1990-2004,1990,2004,14,DMA,Dominica,Global_South,Global South,5536.87901663922,7323.8530008275,0.305915808522556,0.871097903829626,0.27970556810614333,1.046444445924777,32.27402980664984,184.7508626757998,2.01798845514658,7.761043740154916,3.7412356608062582,Coupled expansion,True,False,False,True,False,69138.0
1990-2004,1990,2004,14,DNK,Denmark,Europe_NorthAmerica,Europe & North America,39306.7939232431,50956.3045398814,10.1987983129152,10.0130575815849,0.259571114456822,-0.018379901498764895,29.637397136451927,-1.8212021223626529,1.8713741618030522,-0.13119886963617322,-0.07080873207801507,Absolute decoupling,True,True,False,False,True,5272731.0
1990-2004,1990,2004,14,DOM,Dominican Republic,Global_South,Global South,2772.77065608381,4212.01044121773,1.12131364311778,1.91386125173149,0.41809301604119753,0.5346219055016217,51.90619649613082,70.68027874966852,3.0314182065010575,3.892578360514354,1.2787152260131076,Coupled expansion,True,False,False,True,False,8128029.0
1990-2004,1990,2004,14,DZA,Algeria,Global_South,Global South,3605.68701212608,4066.28204806495,2.84364912883569,2.96141820014695,0.12021675565490142,0.04058014335574889,12.77412693863531,4.141476883242601,0.862388439245132,0.2902786617926756,0.33755813101660903,Relative decoupling,True,False,True,False,True,29002048.0
1990-2004,1990,2004,14,ECU,Ecuador,Global_South,Global South,3919.71758067093,4430.23717984188,1.67628872889196,1.96681520153907,0.12243351663181024,0.1598333257666732,13.024397514975083,17.331529326642347,0.8783602613250396,1.1482084976935258,1.3054703496537963,Coupled expansion,True,False,False,True,False,12041187.0
1990-2004,1990,2004,14,EGY,"Egypt, Arab Rep.",Global_South,Global South,1972.13789303215,2574.42341789124,1.56708047716051,2.0184066565906,0.2665074144524002,0.2530940967650572,30.53972681053654,28.80044681865195,1.9218588393833835,1.8242548700372785,0.9496700018087536,Relative decoupling,True,False,True,False,True,68937030.5
1990-2004,1990,2004,14,ESP,Spain,Europe_NorthAmerica,Europe & North America,19174.77083233,25825.3106463315,5.90387472540557,8.21253115688392,0.29775964802886357,0.3300523091637988,34.683803379742194,39.10408907465015,2.1496333855578253,2.385525587358339,1.1084521067535817,Coupled expansion,True,False,False,True,False,40894608.5
1990-2004,1990,2004,14,EST,Estonia,Europe_NorthAmerica,Europe & North America,9341.22561480009,13348.5284463324,25.516673103174,14.7118270889142,0.3569686842582609,-0.5506803515143437,42.89911192363438,-42.344258479824305,2.582561166145503,-3.8570760785770153,-1.5426573136480948,Absolute decoupling,True,True,False,False,True,1465862.0
1990-2004,1990,2004,14,ETH,Ethiopia,Global_South,Global South,267.078134508598,267.923513391712,0.0459464662231511,0.0753366257956424,0.0031602877861320877,0.4944894738847019,0.31652867602560697,63.96609356147276,0.022576032189314255,3.5951861170479438,156.4697607776769,Coupled expansion,True,False,False,True,False,61843480.5
1990-2004,1990,2004,14,FIN,Finland,Europe_NorthAmerica,Europe & North America,31291.5222587198,41521.962874476,11.2758403756113,13.4759720988521,0.2828753066325653,0.17824583807621952,32.69396909223663,19.511909090159698,2.0410889521666142,1.2813240592210562,0.630121590315227,Relative decoupling,True,False,True,False,True,5107301.5
1990-2004,1990,2004,14,FJI,Fiji,Global_South,Global South,3414.95053196369,4264.59723774177,1.30373611822334,2.26335424753479,0.22218473478969436,0.551613813601691,24.88020537414655,73.6052423414613,1.5996940872266663,4.018750137411575,2.4826809732172324,Coupled expansion,True,False,False,True,False,823841.0
1990-2004,1990,2004,14,FRA,France,Europe_NorthAmerica,Europe & North America,27992.9751471374,34557.1471111581,6.6078992929268,6.46668310699496,0.21066080056614744,-0.021602476211279198,23.44935445238643,-2.1370813880744133,1.5160979124193563,-0.1541844150184879,-0.10254625517999978,Absolute decoupling,True,True,False,False,True,60484300.0
1990-2004,1990,2004,14,FSM,"Micronesia, Fed. Sts.",Global_South,Global South,2384.9445815498,2747.87981611358,0.0009911981603362,0.0017869108778199,0.14165375054209584,0.5893291670864658,15.21776385797331,80.27786464149673,1.0169486346422563,4.299349638078165,4.1603499012991705,Coupled expansion,True,False,False,True,False,106406.5
1990-2004,1990,2004,14,GAB,Gabon,Global_South,Global South,8354.26309000876,7148.98713447497,6.27334218396436,4.66035316321154,-0.1558012711209873,-0.2972180249591494,-14.42707684146598,-25.71179721195299,-1.1066967732623167,-2.1006091783119296,,"Economic contraction, emissions falling",False,False,False,False,False,1202671.5
1990-2004,1990,2004,14,GBR,United Kingdom,Europe_NorthAmerica,Europe & North America,30071.2085616955,42434.8209023638,10.1769845806249,9.35478076788979,0.34440108509359213,-0.08424123238986514,41.11445110462557,-8.079051375398905,2.490515592749132,-0.5999163607718905,-0.2446021108411209,Absolute decoupling,True,True,False,False,True,58617745.5
1990-2004,1990,2004,14,GEO,Georgia,Global_South,Global South,3534.03227732782,2105.00472843799,7.18256976259892,1.09804600569342,-0.5181217938046458,-1.8781249829334161,-40.43617705637823,-84.71235167932282,-3.633224817040648,-12.554267453404089,,"Economic contraction, emissions falling",False,False,False,False,False,4364670.0
1990-2004,1990,2004,14,GHA,Ghana,Global_South,Global South,855.85250708181,1108.30475353633,0.20338886605267,0.307147817356431,0.25848882132176954,0.4122093785230896,29.49716737003012,51.015059633053525,1.8634991312806992,2.9881273382942775,1.5946893812091283,Coupled expansion,True,False,False,True,False,18631473.0
1990-2004,1990,2004,14,GIN,Guinea,Global_South,Global South,548.371534819426,645.182843390689,0.14717826473873,0.201970135696478,0.16258071428021026,0.31647530601727136,17.65432784601815,37.228235470104366,1.1680599759193333,2.286281674736368,1.946573475325133,Coupled expansion,True,False,False,True,False,7748550.0
1990-2004,1990,2004,14,GMB,"Gambia, The",Global_South,Global South,658.711165332156,693.563314497133,0.116242026138337,0.201565152173055,0.05155738656702713,0.5504382152148839,5.29096074261961,73.40127221558998,0.3689459831735409,4.010015913067466,10.676224142961305,Coupled expansion,True,False,False,True,False,1338004.0
1990-2004,1990,2004,14,GNB,Guinea-Bissau,Global_South,Global South,569.169670374215,572.526464627294,0.173570279016791,0.199842467524673,0.005880380642467209,0.14094681005352916,0.5897704020089378,15.136340539811211,0.04201154125189621,1.0118478369261386,23.968994291905677,Coupled expansion,True,False,False,True,False,1161616.0
1990-2004,1990,2004,14,GNQ,Equatorial Guinea,Global_South,Global South,366.314404747023,9208.60566707162,0.149913341233127,6.97831022194269,3.2244017304089736,3.8405046758650494,2413.853003796315,4554.896064981213,25.89957877112168,31.56380572129467,1.1910751193456068,Coupled expansion,True,False,False,True,False,687095.5
1990-2004,1990,2004,14,GRC,Greece,Europe_NorthAmerica,Europe & North America,15438.7937023583,21688.1050959558,7.64067757781075,9.27329917524567,0.33988054453706873,0.19365292690482905,40.477977192239514,21.367497591787,2.4574271827761507,1.3928461530986258,0.5697676139968303,Relative decoupling,True,False,True,False,True,10575966.5
1990-2004,1990,2004,14,GRD,Grenada,Global_South,Global South,5102.69172981553,7233.29494434962,0.509218964154586,0.607374477465858,0.3489264739734992,0.1762674233831394,41.75449600619143,19.275698711306145,2.5236501933917577,1.2670124662077065,0.5051706778675866,Relative decoupling,True,False,True,False,True,104640.0
1990-2004,1990,2004,14,GRL,Greenland,Europe_NorthAmerica,Europe & North America,26805.5496974442,34961.9356097257,0.0197841726618705,10.6137298323315,0.2656509713236783,6.2850214516364185,30.42797481992745,53547.57987978469,1.9156240104009514,56.66351513536338,23.658943990754437,Coupled expansion,True,False,False,True,False,56249.0
1990-2004,1990,2004,14,GTM,Guatemala,Global_South,Global South,2741.53813375037,3250.20406037693,0.434282391368736,0.846049807759606,0.1701986566013538,0.6668832384314176,18.554034334394508,94.81559109341158,1.2231244163109611,4.878727138259964,3.918263820339185,Coupled expansion,True,False,False,True,False,10916087.5
1990-2004,1990,2004,14,GUY,Guyana,Global_South,Global South,2377.21795364949,3937.11435304522,1.56515454184191,2.19499014976037,0.5045171803540853,0.33819299103881867,65.61856884014297,40.24111300710631,3.669414277240479,2.4450777563978843,0.670329979251578,Relative decoupling,True,False,True,False,True,756156.0
1990-2004,1990,2004,14,HKG,"Hong Kong SAR, China",DevelopedAsia_Oceania,Developed Asia & Oceania,21357.261954163,30304.3126863152,6.14327285476378,6.00745927618486,0.3498982150596657,-0.022355728603254743,41.892311623813725,-2.2107691093942505,2.5307666148786323,-0.15955634903198623,-0.06389209101693354,Absolute decoupling,True,True,False,False,True,6244000.0
1990-2004,1990,2004,14,HND,Honduras,Global_South,Global South,457.981040092588,1908.90950050464,0.473929462333811,1.07270947201765,1.4274596297674353,0.8168844466563749,316.809722105248,126.34369822361661,10.73407299053708,6.008478316875543,0.5722644827366946,Relative decoupling,True,False,True,False,True,6139741.0
1990-2004,1990,2004,14,HRV,Croatia,Europe_NorthAmerica,Europe & North America,9754.64902543885,11059.0980614364,5.0286266412803,5.27995632579101,0.1255094486822923,0.04877091276494916,13.372588112557594,4.997978621986543,0.9005266235672993,0.3489711540355378,0.3885835949164685,Relative decoupling,True,False,True,False,True,4540984.0
1990-2004,1990,2004,14,HTI,Haiti,Global_South,Global South,1627.31264525633,1286.90282128221,0.166548957092198,0.200981721863878,-0.23469155252802576,0.18792466513354977,-20.918526318001973,20.674260213240924,-1.662395367929792,1.3513685845833567,,"Economic contraction, emissions rising",False,False,False,False,False,7882352.0
1990-2004,1990,2004,14,HUN,Hungary,Europe_NorthAmerica,Europe & North America,8646.44754431988,10786.4881991495,6.97179329684977,6.01747516064377,0.2211457101188028,-0.14720471679292912,24.750519145119654,-13.688273526944794,1.5921540392612954,-1.0459537220037562,-0.6656458165697564,Absolute decoupling,True,True,False,False,True,10240567.0
1990-2004,1990,2004,14,IDN,Indonesia,Global_South,Global South,1470.91822258528,2065.70617470842,0.881568022007149,1.58011931285841,0.3395852941798969,0.5835534725744224,40.436507141623615,79.23963590022281,2.4552664489911002,4.256329856777108,1.7184297511578406,Coupled expansion,True,False,False,True,False,205713873.5
1990-2004,1990,2004,14,IND,India,India,India,537.870269533789,892.596614581612,0.694451434874462,1.02822643182898,0.5065173630384878,0.39246845462275226,65.95016775240062,48.063115747590814,3.6842266044309735,2.843009619089054,0.7748371196367665,Relative decoupling,True,False,True,False,True,1000481867.0
1990-2004,1990,2004,14,IRL,Ireland,Europe_NorthAmerica,Europe & North America,23456.999356198,48856.3238587396,9.20302768318718,11.0536619018628,0.7337148943771403,0.18322924098530002,108.28036492157037,20.10897155135696,5.380582536788903,1.317382308222026,0.24972811972264186,Relative decoupling,True,False,True,False,True,3792118.0
1990-2004,1990,2004,14,IRN,"Iran, Islamic Rep.",Global_South,Global South,3222.20102704479,4607.45169088209,3.57099300220356,6.19124691935171,0.3576102508047114,0.550292798346965,42.99082062883504,73.37605857897971,2.587262240967503,4.008935575053441,1.5388059964966614,Coupled expansion,True,False,False,True,False,64318204.0
1990-2004,1990,2004,14,IRQ,Iraq,Global_South,Global South,3526.57925126853,3354.26588756715,3.94992812210948,3.27515771880636,-0.05009541545441287,-0.18733135547136381,-4.886133315716523,-17.083105880487658,-0.357184967515245,-1.3291686017039672,,"Economic contraction, emissions falling",False,False,False,False,False,22579542.0
1990-2004,1990,2004,14,ISL,Iceland,Europe_NorthAmerica,Europe & North America,37302.8060328139,48101.7116286153,9.18116675692433,10.8729294630813,0.25424920869109435,0.1691218703877051,28.94931171210564,18.426445689825456,1.8326565317175136,1.2153393110700073,0.6651815014818135,Relative decoupling,True,False,True,False,True,273450.0
1990-2004,1990,2004,14,ISR,Israel,DevelopedAsia_Oceania,Developed Asia & Oceania,22395.1118825784,28883.247588548,7.55858369098712,9.4006168306653,0.2544190433095821,0.21809147722795474,28.97121362906374,24.37008327201069,1.8338918756656275,1.5699931639147957,0.8572136518985992,Relative decoupling,True,False,True,False,True,5734500.0
1990-2004,1990,2004,14,ITA,Italy,Europe_NorthAmerica,Europe & North America,27625.1792306413,33348.9744820456,7.51169268135469,8.51073142040319,0.18829937392140117,0.12486705652912011,20.71948639180441,13.29978183916236,1.3540812814907044,0.8958968936036094,0.6631304923044588,Relative decoupling,True,False,True,False,True,57273709.5
1990-2004,1990,2004,14,JAM,Jamaica,Global_South,Global South,4773.62848195303,5507.20135110043,3.23718410657357,3.96703121930227,0.1429498686043047,0.20331416224629306,15.367196503052538,22.545740022837755,1.026301202687785,1.462840312009961,1.4222759645136924,Coupled expansion,True,False,False,True,False,2526051.0
1990-2004,1990,2004,14,JOR,Jordan,Global_South,Global South,3202.33686003165,3935.15704743447,2.78079951230125,3.23277844279412,0.2060699794265446,0.15060348577471094,22.883919444863853,16.25356047760651,1.4828146377514617,1.081546061672456,0.7308366128526491,Relative decoupling,True,False,True,False,True,4751984.5
1990-2004,1990,2004,14,JPN,Japan,DevelopedAsia_Oceania,Developed Asia & Oceania,28422.2131194472,32515.1158024695,9.41290189345471,9.91730575058116,0.1345340912850812,0.0521999966254878,14.400365889248267,5.358643517544648,0.9655898196897938,0.37355309563946726,0.38800571756102076,Relative decoupling,True,False,True,False,True,125619500.0
1990-2004,1990,2004,14,KAZ,Kazakhstan,Global_South,Global South,5557.08215736977,6233.29439373307,14.4939149661066,11.0129179145774,0.11483180950713567,-0.2746599641832139,12.168476499245351,-24.0169551130206,0.8236002901495398,-1.942737709241027,-2.3918456511490094,Absolute decoupling,True,True,False,False,True,16502106.5
